Emetteur,Exercice,Date_paiement,Date_ex_dividende,Dividende_net,Prix_action,Rendement,Date_scraping
TOTAL,2019.0,2020-09-25,2020-09-23,0.0,2950.0,0.0,19/03/2026 17:35
TOTAL,2020.0,2021-09-27,2021-09-23,109.314,2950.0,3.71,19/03/2026 11:56
TOTAL,2021.0,2022-08-25,2022-08-23,159.2874,2950.0,5.4,19/03/2026 11:56
TOTAL,2022.0,2023-09-21,2023-09-19,175.5258,2950.0,5.95,19/03/2026 11:56
TOTAL,2023.0,2024-09-17,2024-09-12,199.5353,2950.0,6.76,19/03/2026 11:56
TOTAL,2024.0,2025-09-03,2025-09-01,222.3578,2950.0,7.54,19/03/2026 16:57
TOTAL,2024,2025-09-03,2025-09-01,222.3578,2950.0,7.54,19/03/2026 18:28
TOTAL SENEGAL S.A.,2015.0,2016-07-15,2016-07-13,935.0,0.0,0.0,19/03/2026 11:57
TOTAL SENEGAL S.A.,2016.0,,,450.0,0.0,0.0,19/03/2026 11:57
TOTAL SENEGAL S.A.,2017.0,2018-07-27,2018-07-25,56.25,0.0,0.0,19/03/2026 11:57
TOTAL SENEGAL S.A.,2018.0,2019-07-29,2019-07-25,105.3,0.0,0.0,19/03/2026 11:56
TOTAL SENEGAL S.A.,2019.0,2020-12-22,2020-12-18,105.3,0.0,0.0,19/03/2026 11:56
TOTAL SENEGAL S.A.,2020.0,2021-07-30,2021-07-28,223.6,0.0,0.0,19/03/2026 11:56
TOTAL SENEGAL S.A.,2021.0,2022-07-22,2022-07-20,187.3,0.0,0.0,19/03/2026 11:56
TOTAL SENEGAL S.A.,2022.0,2023-07-13,2023-07-11,241.01,0.0,0.0,19/03/2026 11:56
TOTAL SENEGAL S.A.,2023.0,2024-06-29,2024-06-27,207.58,0.0,0.0,19/03/2026 12:51
TOTAL SENEGAL S.A.,2024.0,2025-07-11,2025-07-09,222.4,0.0,0.0,19/03/2026 16:57
TOTAL SENEGAL S.A.,2024,2025-07-11,2025-07-09,222.4,0.0,0.0,19/03/2026 18:28
TRACTAFRIC CI,2015.0,2016-07-05,2016-05-01,13050.0,4700.0,277.66,19/03/2026 17:28
TRACTAFRIC CI,2016.0,2017-09-25,2017-09-21,13500.0,4530.0,298.01,19/03/2026 11:57
TRACTAFRIC CI,2017.0,2018-08-31,2018-08-29,0.0,4530.0,0.0,19/03/2026 11:57
TRACTAFRIC CI,2018.0,2019-09-18,2019-09-16,9623.0,4530.0,212.43,19/03/2026 11:56
TRACTAFRIC CI,2019.0,2020-09-01,2020-08-28,159.3,4700.0,3.39,19/03/2026 17:35
TRACTAFRIC CI,2020.0,2021-09-02,2021-08-31,162.9,4530.0,3.6,19/03/2026 11:56
TRACTAFRIC CI,2021.0,2022-08-30,2022-08-26,175.86,4530.0,3.88,19/03/2026 11:56
TRACTAFRIC CI,2022.0,2023-09-13,2023-09-11,224.1,4530.0,4.95,19/03/2026 11:56
TRACTAFRIC CI,2023.0,2024-09-24,2024-09-20,182.7,4530.0,4.03,19/03/2026 11:56
TRACTAFRIC CI,2024.0,2025-09-30,2025-09-26,207.0,4530.0,4.57,19/03/2026 16:57
TRACTAFRIC CI,2024,2025-09-30,2025-09-26,207.0,4700.0,4.4,19/03/2026 18:28
UNIWAX CI,2016.0,2017-07-10,2017-07-06,868.0,0.0,0.0,19/03/2026 11:57
UNIWAX CI,2017.0,2018-07-13,2018-07-11,173.7,0.0,0.0,19/03/2026 11:57
UNIWAX CI,2018.0,2019-07-11,2019-07-09,181.8,0.0,0.0,19/03/2026 11:56
UNIWAX CI,2020.0,2021-07-16,2021-07-14,18.0,0.0,0.0,19/03/2026 11:56
UNIWAX CI,2021.0,2022-07-29,2022-07-27,60.75,0.0,0.0,19/03/2026 11:56
VIVO ENERGY CI,2015.0,2016-07-27,2016-07-25,1665.0,2175.0,76.55,19/03/2026 11:57
VIVO ENERGY CI,2016.0,2017-07-27,2017-07-25,33.7,2175.0,1.55,19/03/2026 11:57
VIVO ENERGY CI,2017.0,2018-07-23,2018-07-19,42.86,2175.0,1.97,19/03/2026 11:57
VIVO ENERGY CI,2018.0,2019-08-02,2019-07-31,64.286,2175.0,2.96,19/03/2026 11:56
VIVO ENERGY CI,2019.0,2020-11-26,2020-11-24,63.9,2200.0,2.9,19/03/2026 17:35
VIVO ENERGY CI,2021.0,2022-10-28,2022-10-26,29.0,2175.0,1.33,19/03/2026 11:56
VIVO ENERGY CI,2022.0,2023-12-28,2023-12-26,53.0,2175.0,2.44,19/03/2026 11:56
VIVO ENERGY CI,2023.0,2024-09-27,2024-09-25,57.0,2180.0,2.61,19/03/2026 12:35
VIVO ENERGY CI,2024.0,2025-10-22,2025-10-20,85.56,2175.0,3.93,19/03/2026 16:57
VIVO ENERGY CI,2024,2025-10-22,2025-10-20,85.56,2200.0,3.89,19/03/2026 18:28
,2015.0,2016-05-10,2016-05-06,1500.0,0.0,0.0,19/03/2026 17:28
,2016.0,2017-06-09,2017-06-07,1120.0,0.0,0.0,19/03/2026 11:57
,2017.0,2018-07-05,2018-07-03,336.0,0.0,0.0,19/03/2026 11:57
,2018.0,2019-07-05,2019-07-03,402.0,0.0,0.0,19/03/2026 11:56
,2019.0,2020-07-08,2020-07-06,420.0,0.0,0.0,19/03/2026 11:56
,2020.0,2021-07-06,2021-07-02,406.0,0.0,0.0,19/03/2026 11:56
,2021.0,2022-07-06,2022-07-04,448.0,0.0,0.0,19/03/2026 11:56
,2022.0,2023-08-31,2023-08-29,720.0,0.0,0.0,19/03/2026 11:56
